# feature	class	assembly	assembly_unit	seq_type	chromosome	genomic_accession	start	end	strand	product_accession	non-redundant_refseq	related_accession	name	symbol	GeneID	locus_tag	feature_interval_length	product_length	attributes
CDS	with_protein	GCF_000011065.1	Primary Assembly	chromosome		NC_004663.1	5296463	5296975	-	WP_008764300.1	WP_008764300.1		NADH-quinone oxidoreductase subunit J			BT_RS20505	513	170	
gene	protein_coding	GCF_000011065.1	Primary Assembly	chromosome		NC_004663.1	5296978	5297466	-							BT_RS20510	489		old_locus_tag=BT4063,BT_4063
CDS	with_protein	GCF_000011065.1	Primary Assembly	chromosome		NC_004663.1	5296978	5297466	-	WP_011109090.1	WP_011109090.1		4Fe-4S dicluster domain-containing protein			BT_RS20510	489	162	
gene	protein_coding	GCF_000011065.1	Primary Assembly	chromosome		NC_004663.1	5297477	5298553	-					nuoH		BT_RS20515	1077		old_locus_tag=BT4064,BT_4064
CDS	with_protein	GCF_000011065.1	Primary Assembly	chromosome		NC_004663.1	5297477	5298553	-	WP_011109091.1	WP_011109091.1		NADH-quinone oxidoreductase subunit NuoH	nuoH		BT_RS20515	1077	358	
gene	protein_coding	GCF_000011065.1	Primary Assembly	chromosome		NC_004663.1	5298679	5300271	-							BT_RS20520	1593		old_locus_tag=BT4065,BT_4065
CDS	with_protein	GCF_000011065.1	Primary Assembly	chromosome		NC_004663.1	5298679	5300271	-	WP_008760950.1	WP_008760950.1		NADH-quinone oxidoreductase subunit D			BT_RS20520	1593	530	
gene	protein_coding	GCF_000011065.1	Primary Assembly	chromosome		NC_004663.1	5300292	5300885	-							BT_RS20525	594		old_locus_tag=BT4066,BT_4066
CDS	with_protein	GCF_000011065.1	Primary Assembly	chromosome		NC_004663.1	5300292	5300885	-	WP_011109092.1	WP_011109092.1		NADH-quinone oxidoreductase subunit B			BT_RS20525	594	197	
gene	protein_coding	GCF_000011065.1	Primary Assembly	chromosome		NC_004663.1	5300876	5301226	-							BT_RS20530	351		old_locus_tag=BT4067,BT_4067
CDS	with_protein	GCF_000011065.1	Primary Assembly	chromosome		NC_004663.1	5300876	5301226	-	WP_008760952.1	WP_008760952.1		NADH-quinone oxidoreductase subunit A			BT_RS20530	351	116	
gene	protein_coding	GCF_000011065.1	Primary Assembly	chromosome		NC_004663.1	5301340	5301717	-							BT_RS20535	378		old_locus_tag=BT4068,BT_4068
CDS	with_protein	GCF_000011065.1	Primary Assembly	chromosome		NC_004663.1	5301340	5301717	-	WP_008760953.1	WP_008760953.1		hypothetical protein			BT_RS20535	378	125	
gene	protein_coding	GCF_000011065.1	Primary Assembly	chromosome		NC_004663.1	5301977	5303581	+							BT_RS20540	1605		old_locus_tag=BT4069,BT_4069
CDS	with_protein	GCF_000011065.1	Primary Assembly	chromosome		NC_004663.1	5301977	5303581	+	WP_008764305.1	WP_008764305.1		DUF6377 domain-containing protein			BT_RS20540	1605	534	
gene	protein_coding	GCF_000011065.1	Primary Assembly	chromosome		NC_004663.1	5303772	5304296	+							BT_RS20545	525		old_locus_tag=BT4070,BT_4070
CDS	with_protein	GCF_000011065.1	Primary Assembly	chromosome		NC_004663.1	5303772	5304296	+	WP_008760954.1	WP_008760954.1		RNA polymerase sigma-70 factor			BT_RS20545	525	174	
gene	protein_coding	GCF_000011065.1	Primary Assembly	chromosome		NC_004663.1	5304372	5304602	+							BT_RS20550	231		old_locus_tag=BT4071,BT_4071
CDS	with_protein	GCF_000011065.1	Primary Assembly	chromosome		NC_004663.1	5304372	5304602	+	WP_008760955.1	WP_008760955.1		hypothetical protein			BT_RS20550	231	76	
gene	protein_coding	GCF_000011065.1	Primary Assembly	chromosome		NC_004663.1	5304610	5307159	+							BT_RS20555	2550		old_locus_tag=BT4072,BT_4072
CDS	with_protein	GCF_000011065.1	Primary Assembly	chromosome		NC_004663.1	5304610	5307159	+	WP_008764306.1	WP_008764306.1		alpha-mannosidase			BT_RS20555	2550	849	
gene	protein_coding	GCF_000011065.1	Primary Assembly	chromosome		NC_004663.1	5307194	5309542	+							BT_RS20560	2349		old_locus_tag=BT4073,BT_4073
CDS	with_protein	GCF_000011065.1	Primary Assembly	chromosome		NC_004663.1	5307194	5309542	+	WP_008764307.1	WP_008764307.1		GH92 family glycosyl hydrolase			BT_RS20560	2349	782	
gene	protein_coding	GCF_000011065.1	Primary Assembly	chromosome		NC_004663.1	5309556	5312639	+							BT_RS20565	3084		old_locus_tag=BT4074,BT_4074
CDS	with_protein	GCF_000011065.1	Primary Assembly	chromosome		NC_004663.1	5309556	5312639	+	WP_008764308.1	WP_008764308.1		discoidin domain-containing protein			BT_RS20565	3084	1027	
gene	protein_coding	GCF_000011065.1	Primary Assembly	chromosome		NC_004663.1	5313405	5314808	+							BT_RS20570	1404		old_locus_tag=BT4075,BT_4075
CDS	with_protein	GCF_000011065.1	Primary Assembly	chromosome		NC_004663.1	5313405	5314808	+	WP_008764309.1	WP_008764309.1		SGNH/GDSL hydrolase family protein			BT_RS20570	1404	467	
gene	protein_coding	GCF_000011065.1	Primary Assembly	chromosome		NC_004663.1	5314879	5317557	+							BT_RS20575	2679		old_locus_tag=BT4076,BT_4076
CDS	with_protein	GCF_000011065.1	Primary Assembly	chromosome		NC_004663.1	5314879	5317557	+	WP_011109093.1	WP_011109093.1		glycoside hydrolase family 78 protein			BT_RS20575	2679	892	
gene	protein_coding	GCF_000011065.1	Primary Assembly	chromosome		NC_004663.1	5317567	5318433	+							BT_RS20580	867		old_locus_tag=BT4077,BT_4077
CDS	with_protein	GCF_000011065.1	Primary Assembly	chromosome		NC_004663.1	5317567	5318433	+	WP_008764311.1	WP_008764311.1		esterase family protein			BT_RS20580	867	288	
gene	protein_coding	GCF_000011065.1	Primary Assembly	chromosome		NC_004663.1	5318765	5319457	+							BT_RS20585	693		old_locus_tag=BT4078,BT_4078
CDS	with_protein	GCF_000011065.1	Primary Assembly	chromosome		NC_004663.1	5318765	5319457	+	WP_011109094.1	WP_011109094.1		GDSL-type esterase/lipase family protein			BT_RS20585	693	230	
gene	protein_coding	GCF_000011065.1	Primary Assembly	chromosome		NC_004663.1	5319572	5321245	+							BT_RS20590	1674		old_locus_tag=BT4079,BT_4079
CDS	with_protein	GCF_000011065.1	Primary Assembly	chromosome		NC_004663.1	5319572	5321245	+	WP_224200597.1	WP_224200597.1		hypothetical protein			BT_RS20590	1674	557	
gene	protein_coding	GCF_000011065.1	Primary Assembly	chromosome		NC_004663.1	5321430	5322800	+							BT_RS20595	1371		old_locus_tag=BT4080,BT_4080
CDS	with_protein	GCF_000011065.1	Primary Assembly	chromosome		NC_004663.1	5321430	5322800	+	WP_008760962.1	WP_008760962.1		IPT/TIG domain-containing protein			BT_RS20595	1371	456	
gene	protein_coding	GCF_000011065.1	Primary Assembly	chromosome		NC_004663.1	5322832	5325933	+							BT_RS20600	3102		old_locus_tag=BT4081,BT_4081
CDS	with_protein	GCF_000011065.1	Primary Assembly	chromosome		NC_004663.1	5322832	5325933	+	WP_008760963.1	WP_008760963.1		TonB-dependent receptor			BT_RS20600	3102	1033	
gene	protein_coding	GCF_000011065.1	Primary Assembly	chromosome		NC_004663.1	5325965	5328016	+							BT_RS20605	2052		old_locus_tag=BT4082,BT_4082
CDS	with_protein	GCF_000011065.1	Primary Assembly	chromosome		NC_004663.1	5325965	5328016	+	WP_008764312.1	WP_008764312.1		RagB/SusD family nutrient uptake outer membrane protein			BT_RS20605	2052	683	
gene	protein_coding	GCF_000011065.1	Primary Assembly	chromosome		NC_004663.1	5328036	5329064	+							BT_RS20610	1029		old_locus_tag=BT4083,BT_4083
CDS	with_protein	GCF_000011065.1	Primary Assembly	chromosome		NC_004663.1	5328036	5329064	+	WP_008764313.1	WP_008764313.1		DUF4361 domain-containing protein			BT_RS20610	1029	342	
gene	protein_coding	GCF_000011065.1	Primary Assembly	chromosome		NC_004663.1	5329091	5330422	+							BT_RS20615	1332		old_locus_tag=BT4084,BT_4084
CDS	with_protein	GCF_000011065.1	Primary Assembly	chromosome		NC_004663.1	5329091	5330422	+	WP_008764314.1	WP_008764314.1		DUF5005 domain-containing protein			BT_RS20615	1332	443	
gene	protein_coding	GCF_000011065.1	Primary Assembly	chromosome		NC_004663.1	5330640	5332496	+							BT_RS20620	1857		old_locus_tag=BT4085,BT_4085
CDS	with_protein	GCF_000011065.1	Primary Assembly	chromosome		NC_004663.1	5330640	5332496	+	WP_008764315.1	WP_008764315.1		RagB/SusD family nutrient uptake outer membrane protein			BT_RS20620	1857	618	
gene	protein_coding	GCF_000011065.1	Primary Assembly	chromosome		NC_004663.1	5332526	5332978	+							BT_RS20625	453		old_locus_tag=BT4086,BT_4086
CDS	with_protein	GCF_000011065.1	Primary Assembly	chromosome		NC_004663.1	5332526	5332978	+	WP_008760968.1	WP_008760968.1		DUF5004 domain-containing protein			BT_RS20625	453	150	
gene	protein_coding	GCF_000011065.1	Primary Assembly	chromosome		NC_004663.1	5332996	5334048	+							BT_RS20630	1053		old_locus_tag=BT4087,BT_4087
CDS	with_protein	GCF_000011065.1	Primary Assembly	chromosome		NC_004663.1	5332996	5334048	+	WP_008760969.1	WP_008760969.1		DUF4961 domain-containing protein			BT_RS20630	1053	350	
gene	protein_coding	GCF_000011065.1	Primary Assembly	chromosome		NC_004663.1	5334073	5337207	+							BT_RS20635	3135		old_locus_tag=BT4088,BT_4088
CDS	with_protein	GCF_000011065.1	Primary Assembly	chromosome		NC_004663.1	5334073	5337207	+	WP_008764316.1	WP_008764316.1		SusC/RagA family TonB-linked outer membrane protein			BT_RS20635	3135	1044	
gene	protein_coding	GCF_000011065.1	Primary Assembly	chromosome		NC_004663.1	5337214	5339010	+							BT_RS20640	1797		old_locus_tag=BT4089,BT_4089
CDS	with_protein	GCF_000011065.1	Primary Assembly	chromosome		NC_004663.1	5337214	5339010	+	WP_008764317.1	WP_008764317.1		RagB/SusD family nutrient uptake outer membrane protein			BT_RS20640	1797	598	
gene	protein_coding	GCF_000011065.1	Primary Assembly	chromosome		NC_004663.1	5339015	5342095	+							BT_RS20645	3081		old_locus_tag=BT4090,BT_4090
CDS	with_protein	GCF_000011065.1	Primary Assembly	chromosome		NC_004663.1	5339015	5342095	+	WP_008760974.1	WP_008760974.1		TonB-dependent receptor			BT_RS20645	3081	1026	
gene	protein_coding	GCF_000011065.1	Primary Assembly	chromosome		NC_004663.1	5342248	5344236	+							BT_RS20650	1989		old_locus_tag=BT4091,BT_4091
CDS	with_protein	GCF_000011065.1	Primary Assembly	chromosome		NC_004663.1	5342248	5344236	+	WP_008764318.1	WP_008764318.1		9-O-acetylesterase			BT_RS20650	1989	662	
gene	protein_coding	GCF_000011065.1	Primary Assembly	chromosome		NC_004663.1	5344274	5346547	+							BT_RS20655	2274		old_locus_tag=BT4092,BT_4092
CDS	with_protein	GCF_000011065.1	Primary Assembly	chromosome		NC_004663.1	5344274	5346547	+	WP_008764319.1	WP_008764319.1		GH92 family glycosyl hydrolase			BT_RS20655	2274	757	
gene	protein_coding	GCF_000011065.1	Primary Assembly	chromosome		NC_004663.1	5346666	5348819	+							BT_RS20660	2154		old_locus_tag=BT4093,BT_4093
CDS	with_protein	GCF_000011065.1	Primary Assembly	chromosome		NC_004663.1	5346666	5348819	+	WP_008764320.1	WP_008764320.1		GH92 family glycosyl hydrolase			BT_RS20660	2154	717	
gene	protein_coding	GCF_000011065.1	Primary Assembly	chromosome		NC_004663.1	5348846	5349979	+							BT_RS20665	1134		old_locus_tag=BT4094,BT_4094
CDS	with_protein	GCF_000011065.1	Primary Assembly	chromosome		NC_004663.1	5348846	5349979	+	WP_011109096.1	WP_011109096.1		glycoside hydrolase family 130 protein			BT_RS20665	1134	377	
gene	protein_coding	GCF_000011065.1	Primary Assembly	chromosome		NC_004663.1	5349986	5351524	+							BT_RS20670	1539		old_locus_tag=BT4095,BT_4095
CDS	with_protein	GCF_000011065.1	Primary Assembly	chromosome		NC_004663.1	5349986	5351524	+	WP_011109097.1	WP_011109097.1		family 43 glycosylhydrolase			BT_RS20670	1539	512	
gene	protein_coding	GCF_000011065.1	Primary Assembly	chromosome		NC_004663.1	5351618	5353000	+							BT_RS20675	1383		old_locus_tag=BT4096,BT_4096
CDS	with_protein	GCF_000011065.1	Primary Assembly	chromosome		NC_004663.1	5351618	5353000	+	WP_008760980.1	WP_008760980.1		SGNH/GDSL hydrolase family protein			BT_RS20675	1383	460	
gene	protein_coding	GCF_000011065.1	Primary Assembly	chromosome		NC_004663.1	5353085	5354536	-							BT_RS20680	1452		old_locus_tag=BT4097,BT_4097
CDS	with_protein	GCF_000011065.1	Primary Assembly	chromosome		NC_004663.1	5353085	5354536	-	WP_011109098.1	WP_011109098.1		TrkH family potassium uptake protein			BT_RS20680	1452	483	
gene	protein_coding	GCF_000011065.1	Primary Assembly	chromosome		NC_004663.1	5354691	5356031	-					trkA		BT_RS20685	1341		old_locus_tag=BT4098,BT_4098
CDS	with_protein	GCF_000011065.1	Primary Assembly	chromosome		NC_004663.1	5354691	5356031	-	WP_008764324.1	WP_008764324.1		Trk system potassium transporter TrkA	trkA		BT_RS20685	1341	446	
gene	protein_coding	GCF_000011065.1	Primary Assembly	chromosome		NC_004663.1	5356034	5357977	-					dxs		BT_RS20690	1944		old_locus_tag=BT4099,BT_4099
CDS	with_protein	GCF_000011065.1	Primary Assembly	chromosome		NC_004663.1	5356034	5357977	-	WP_008764325.1	WP_008764325.1		1-deoxy-D-xylulose-5-phosphate synthase	dxs		BT_RS20690	1944	647	
gene	protein_coding	GCF_000011065.1	Primary Assembly	chromosome		NC_004663.1	5358643	5359632	+							BT_RS20695	990		old_locus_tag=BT4100,BT_4100
CDS	with_protein	GCF_000011065.1	Primary Assembly	chromosome		NC_004663.1	5358643	5359632	+	WP_008764326.1	WP_008764326.1		GSCFA domain-containing protein			BT_RS20695	990	329	
gene	protein_coding	GCF_000011065.1	Primary Assembly	chromosome		NC_004663.1	5359608	5362157	+							BT_RS20700	2550		old_locus_tag=BT4101,BT_4101
CDS	with_protein	GCF_000011065.1	Primary Assembly	chromosome		NC_004663.1	5359608	5362157	+	WP_008760984.1	WP_008760984.1		bifunctional UDP-N-acetylmuramoyl-tripeptide:D-alanyl-D-alanine ligase/alanine racemase			BT_RS20700	2550	849	
gene	protein_coding	GCF_000011065.1	Primary Assembly	chromosome		NC_004663.1	5362366	5362587	+					tatA		BT_RS20705	222		old_locus_tag=BT4102,BT_4102
CDS	with_protein	GCF_000011065.1	Primary Assembly	chromosome		NC_004663.1	5362366	5362587	+	WP_008760985.1	WP_008760985.1		twin-arginine translocase TatA/TatE family subunit	tatA		BT_RS20705	222	73	
gene	protein_coding	GCF_000011065.1	Primary Assembly	chromosome		NC_004663.1	5362594	5363424	+					tatC		BT_RS20710	831		old_locus_tag=BT4103,BT_4103
CDS	with_protein	GCF_000011065.1	Primary Assembly	chromosome		NC_004663.1	5362594	5363424	+	WP_008760986.1	WP_008760986.1		twin-arginine translocase subunit TatC	tatC		BT_RS20710	831	276	
gene	protein_coding	GCF_000011065.1	Primary Assembly	chromosome		NC_004663.1	5363539	5366913	+							BT_RS20715	3375		old_locus_tag=BT4104,BT_4104
CDS	with_protein	GCF_000011065.1	Primary Assembly	chromosome		NC_004663.1	5363539	5366913	+	WP_011109099.1	WP_011109099.1		DNA2/NAM7 family helicase			BT_RS20715	3375	1124	
gene	protein_coding	GCF_000011065.1	Primary Assembly	chromosome		NC_004663.1	5367284	5368801	-							BT_RS20720	1518		old_locus_tag=BT4105,BT_4105
CDS	with_protein	GCF_000011065.1	Primary Assembly	chromosome		NC_004663.1	5367284	5368801	-	WP_008764329.1	WP_008764329.1		MFS transporter			BT_RS20720	1518	505	
gene	protein_coding	GCF_000011065.1	Primary Assembly	chromosome		NC_004663.1	5369061	5369981	-					kduI		BT_RS20725	921		old_locus_tag=BT4106,BT_4106
CDS	with_protein	GCF_000011065.1	Primary Assembly	chromosome		NC_004663.1	5369061	5369981	-	WP_011109101.1	WP_011109101.1		5-dehydro-4-deoxy-D-glucuronate isomerase	kduI		BT_RS20725	921	306	
gene	protein_coding	GCF_000011065.1	Primary Assembly	chromosome		NC_004663.1	5370014	5371411	-							BT_RS20730	1398		old_locus_tag=BT4107,BT_4107
CDS	with_protein	GCF_000011065.1	Primary Assembly	chromosome		NC_004663.1	5370014	5371411	-	WP_011109102.1	WP_011109102.1		PTS sugar transporter subunit IIC			BT_RS20730	1398	465	
gene	protein_coding	GCF_000011065.1	Primary Assembly	chromosome		NC_004663.1	5371714	5372913	+							BT_RS20735	1200		old_locus_tag=BT4108,BT_4108
CDS	with_protein	GCF_000011065.1	Primary Assembly	chromosome		NC_004663.1	5371714	5372913	+	WP_008760990.1	WP_008760990.1		glycoside hydrolase family 88 protein			BT_RS20735	1200	399	
gene	protein_coding	GCF_000011065.1	Primary Assembly	chromosome		NC_004663.1	5372923	5373891	+							BT_RS20740	969		old_locus_tag=BT4109,BT_4109
CDS	with_protein	GCF_000011065.1	Primary Assembly	chromosome		NC_004663.1	5372923	5373891	+	WP_011109103.1	WP_011109103.1		pectinesterase family protein			BT_RS20740	969	322	
gene	protein_coding	GCF_000011065.1	Primary Assembly	chromosome		NC_004663.1	5374032	5375744	+							BT_RS20745	1713		old_locus_tag=BT4110,BT_4110
CDS	with_protein	GCF_000011065.1	Primary Assembly	chromosome		NC_004663.1	5374032	5375744	+	WP_061474328.1	WP_061474328.1		pectinesterase family protein			BT_RS20745	1713	570	
gene	protein_coding	GCF_000011065.1	Primary Assembly	chromosome		NC_004663.1	5375810	5380345	+							BT_RS20750	4536		old_locus_tag=BT4111,BT_4111
CDS	with_protein	GCF_000011065.1	Primary Assembly	chromosome		NC_004663.1	5375810	5380345	+	WP_011109105.1	WP_011109105.1		response regulator			BT_RS20750	4536	1511	
gene	protein_coding	GCF_000011065.1	Primary Assembly	chromosome		NC_004663.1	5381274	5382857	-							BT_RS20755	1584		old_locus_tag=BT4112,BT_4112
CDS	with_protein	GCF_000011065.1	Primary Assembly	chromosome		NC_004663.1	5381274	5382857	-	WP_011109106.1	WP_011109106.1		DUF5123 domain-containing protein			BT_RS20755	1584	527	
gene	protein_coding	GCF_000011065.1	Primary Assembly	chromosome		NC_004663.1	5382882	5384741	-							BT_RS20760	1860		old_locus_tag=BT4113,BT_4113
CDS	with_protein	GCF_000011065.1	Primary Assembly	chromosome		NC_004663.1	5382882	5384741	-	WP_011109107.1	WP_011109107.1		RagB/SusD family nutrient uptake outer membrane protein			BT_RS20760	1860	619	
gene	protein_coding	GCF_000011065.1	Primary Assembly	chromosome		NC_004663.1	5384754	5387969	-							BT_RS20765	3216		old_locus_tag=BT4114,BT_4114
CDS	with_protein	GCF_000011065.1	Primary Assembly	chromosome		NC_004663.1	5384754	5387969	-	WP_011109108.1	WP_011109108.1		TonB-dependent receptor			BT_RS20765	3216	1071	
gene	protein_coding	GCF_000011065.1	Primary Assembly	chromosome		NC_004663.1	5388189	5389682	-							BT_RS20770	1494		old_locus_tag=BT4115,BT_4115
CDS	with_protein	GCF_000011065.1	Primary Assembly	chromosome		NC_004663.1	5388189	5389682	-	WP_011109109.1	WP_011109109.1		pectate lyase			BT_RS20770	1494	497	
gene	protein_coding	GCF_000011065.1	Primary Assembly	chromosome		NC_004663.1	5389689	5391260	-							BT_RS20775	1572		old_locus_tag=BT4116,BT_4116
CDS	with_protein	GCF_000011065.1	Primary Assembly	chromosome		NC_004663.1	5389689	5391260	-	WP_011109110.1	WP_011109110.1		pectate lyase			BT_RS20775	1572	523	
gene	protein_coding	GCF_000011065.1	Primary Assembly	chromosome		NC_004663.1	5391544	5392338	+							BT_RS20780	795		old_locus_tag=BT4117,BT_4117
CDS	with_protein	GCF_000011065.1	Primary Assembly	chromosome		NC_004663.1	5391544	5392338	+	WP_011109111.1	WP_011109111.1		DUF5668 domain-containing protein			BT_RS20780	795	264	
gene	protein_coding	GCF_000011065.1	Primary Assembly	chromosome		NC_004663.1	5392342	5393154	+							BT_RS20785	813		old_locus_tag=BT4118,BT_4118
CDS	with_protein	GCF_000011065.1	Primary Assembly	chromosome		NC_004663.1	5392342	5393154	+	WP_011109112.1	WP_011109112.1		LytTR family transcriptional regulator DNA-binding domain-containing protein			BT_RS20785	813	270	
gene	protein_coding	GCF_000011065.1	Primary Assembly	chromosome		NC_004663.1	5393782	5395284	+							BT_RS20790	1503		old_locus_tag=BT4119,BT_4119
CDS	with_protein	GCF_000011065.1	Primary Assembly	chromosome		NC_004663.1	5393782	5395284	+	WP_224200600.1	WP_224200600.1		polysaccharide lyase			BT_RS20790	1503	500	
gene	protein_coding	GCF_000011065.1	Primary Assembly	chromosome		NC_004663.1	5395314	5396981	+							BT_RS20795	1668		old_locus_tag=BT4120,BT_4120
CDS	with_protein	GCF_000011065.1	Primary Assembly	chromosome		NC_004663.1	5395314	5396981	+	WP_011109114.1	WP_011109114.1		fibronectin type III domain-containing protein			BT_RS20795	1668	555	
gene	protein_coding	GCF_000011065.1	Primary Assembly	chromosome		NC_004663.1	5397008	5400436	+							BT_RS20800	3429		old_locus_tag=BT4121,BT_4121
CDS	with_protein	GCF_000011065.1	Primary Assembly	chromosome		NC_004663.1	5397008	5400436	+	WP_011109115.1	WP_011109115.1		TonB-dependent receptor			BT_RS20800	3429	1142	
